year,local,ctp_eng_nm,CTP_KOR_NM,var,cat
2015,"충남","Chungcheongnam-do","충청남도","5,195,114","통합재정규모(D)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","4,864,394","세입(A)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","5,320,549","지출(B)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","-125,435","순융자(C)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","5,577,722","총계 세출결산(A+B+C)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","4,766,026","일반회계 세출결산(A)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","483,797","공기업특별회계 세출결산(B)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","327,899","기타특별회계 세출결산(C)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","89.6","정책사업비중((A+B)/C)"
2015,"충남","Chungcheongnam-do","충청남도","24.8","자체사업비중(A/C)"
2015,"충남","Chungcheongnam-do","충청남도","64.75","보조사업비중(B/C)"
2015,"충남","Chungcheongnam-do","충청남도","1,045,951","자체사업(A)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","2,730,520","보조사업(B)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","4,217,000","일반회계예산(C)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","580","주민1인당 지방세부담액(천원)"
2015,"충남","Chungcheongnam-do","충청남도","1,197,000","지방세액(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","101,299,131","명목GRDP(시도)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","101,299,131","실질GRDP(시도)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","8.4","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2015,"충남","Chungcheongnam-do","충청남도","1,086,129","일반공공행정분야예산액(A)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","12,865,494","전체예산액(C)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","26.7","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2015,"충남","Chungcheongnam-do","충청남도","3,159,520","사회복지분야예산액(D)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","277,795","보건분야예산액(E)(백만원)"
2015,"충남","Chungcheongnam-do","충청남도","30.4","재정자립도(%)"
2015,"충남","Chungcheongnam-do","충청남도","65.5","재정자주도(%)"
2015,"충남","Chungcheongnam-do","충청남도","16.4","고령인구비율(%)"
2015,"충남","Chungcheongnam-do","충청남도","2,077,649","인구(명)"
2015,"충남","Chungcheongnam-do","충청남도","안희정","당선자"
2015,"충남","Chungcheongnam-do","충청남도","새정치민주연합","당선자 정당"
2015,"충남","Chungcheongnam-do","충청남도","52.20999908","당선자 득표율"
2015,"충남","Chungcheongnam-do","충청남도","정진석","차선자"
2015,"충남","Chungcheongnam-do","충청남도","새누리당","차선자 정당"
2015,"충남","Chungcheongnam-do","충청남도","43.95000076","차선자 득표율"
2015,"충북","Chungcheongbuk-do","충청북도","1,781,818","통합부채현황(A+B+C+D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","910,464","자치단체부채(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","413,126","지방공공기관부채(B)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","543,254","교육재정부채(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","85,027","내(외)부거래(D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","13,311,437","통합자산현황(A+B+C+D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","9,306,376","자치단체자산(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","994,637","지방공공기관자산(B)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,384,056","교육재정자산(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","373,632","내(외)부거래(D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","-8.93","통합재정수지비율((A-(B+C))/D)*100"
2015,"충북","Chungcheongbuk-do","충청북도","3,929,963","통합재정규모(D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,578,939","세입(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,896,868","지출(B)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","33,095","순융자(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,901,809","총계 세출결산(A+B+C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,458,003","일반회계 세출결산(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","197,457","공기업특별회계 세출결산(B)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","246,350","기타특별회계 세출결산(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","87.8","정책사업비중((A+B)/C)"
2015,"충북","Chungcheongbuk-do","충청북도","25.27","자체사업비중(A/C)"
2015,"충북","Chungcheongbuk-do","충청북도","62.53","보조사업비중(B/C)"
2015,"충북","Chungcheongbuk-do","충청북도","812,694","자체사업(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","2,010,921","보조사업(B)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","3,215,709","일반회계예산(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","506","주민1인당 지방세부담액(천원)"
2015,"충북","Chungcheongbuk-do","충청북도","798,200","지방세액(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","55,191,633","명목GRDP(시도)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","55,191,633","실질GRDP(시도)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","9","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2015,"충북","Chungcheongbuk-do","충청북도","840,966","일반공공행정분야예산액(A)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","9,341,427","전체예산액(C)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","29.1","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2015,"충북","Chungcheongbuk-do","충청북도","2,545,098","사회복지분야예산액(D)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","171,469","보건분야예산액(E)(백만원)"
2015,"충북","Chungcheongbuk-do","충청북도","28.1","재정자립도(%)"
2015,"충북","Chungcheongbuk-do","충청북도","65.6","재정자주도(%)"
2015,"충북","Chungcheongbuk-do","충청북도","14.8","고령인구비율(%)"
2015,"충북","Chungcheongbuk-do","충청북도","1,583,952","인구(명)"
2015,"충북","Chungcheongbuk-do","충청북도","이시종","당선자"
2015,"충북","Chungcheongbuk-do","충청북도","새정치민주연합","당선자 정당"
2015,"충북","Chungcheongbuk-do","충청북도","49.75","당선자 득표율"
2015,"충북","Chungcheongbuk-do","충청북도","윤진식","차선자"
2015,"충북","Chungcheongbuk-do","충청북도","새누리당","차선자 정당"
2015,"충북","Chungcheongbuk-do","충청북도","47.68000031","차선자 득표율"
2016,"강원","Gangwon-do","강원도","3,050,048","통합부채현황(A+B+C+D)(백만원)"
2016,"강원","Gangwon-do","강원도","1,081,758","자치단체부채(A)(백만원)"
2016,"강원","Gangwon-do","강원도","1,441,762","지방공공기관부채(B)(백만원)"
2016,"강원","Gangwon-do","강원도","559,050","교육재정부채(C)(백만원)"
2016,"강원","Gangwon-do","강원도","32,522","내(외)부거래(D)(백만원)"
2016,"강원","Gangwon-do","강원도","19,182,622","통합자산현황(A+B+C+D)(백만원)"
2016,"강원","Gangwon-do","강원도","13,859,334","자치단체자산(A)(백만원)"
2016,"강원","Gangwon-do","강원도","2,268,793","지방공공기관자산(B)(백만원)"
2016,"강원","Gangwon-do","강원도","3,392,186","교육재정자산(C)(백만원)"
2016,"강원","Gangwon-do","강원도","337,691","내(외)부거래(D)(백만원)"
2016,"강원","Gangwon-do","강원도","2.22","통합재정수지비율((A-(B+C))/D)*100"
2016,"강원","Gangwon-do","강원도","5,023,567","통합재정규모(D)(백만원)"
2016,"강원","Gangwon-do","강원도","5,134,963","세입(A)(백만원)"
2016,"강원","Gangwon-do","강원도","5,111,001","지출(B)(백만원)"
2016,"강원","Gangwon-do","강원도","-87,435","순융자(C)(백만원)"
2016,"강원","Gangwon-do","강원도","6,063,439","총계 세출결산(A+B+C)(백만원)"
2016,"강원","Gangwon-do","강원도","5,249,894","일반회계 세출결산(A)(백만원)"
2016,"강원","Gangwon-do","강원도","504,016","공기업특별회계 세출결산(B)(백만원)"
2016,"강원","Gangwon-do","강원도","309,529","기타특별회계 세출결산(C)(백만원)"
2016,"강원","Gangwon-do","강원도","87.4","정책사업비중((A+B)/C)"
2016,"강원","Gangwon-do","강원도","21.62","자체사업비중(A/C)"
2016,"강원","Gangwon-do","강원도","65.73","보조사업비중(B/C)"
2016,"강원","Gangwon-do","강원도","932,306","자체사업(A)(백만원)"
2016,"강원","Gangwon-do","강원도","2,833,971","보조사업(B)(백만원)"
2016,"강원","Gangwon-do","강원도","4,311,600","일반회계예산(C)(백만원)"
2016,"강원","Gangwon-do","강원도","514","주민1인당 지방세부담액(천원)"
2016,"강원","Gangwon-do","강원도","797,000","지방세액(백만원)"
2016,"강원","Gangwon-do","강원도","43,078,659","명목GRDP(시도)(백만원)"
2016,"강원","Gangwon-do","강원도","42,047,331","실질GRDP(시도)(백만원)"
2016,"강원","Gangwon-do","강원도","7.3","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2016,"강원","Gangwon-do","강원도","937,796","일반공공행정분야예산액(A)(백만원)"
2016,"강원","Gangwon-do","강원도","12,804,414","전체예산액(C)(백만원)"
2016,"강원","Gangwon-do","강원도","23.5","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2016,"강원","Gangwon-do","강원도","2,775,536","사회복지분야예산액(D)(백만원)"
2016,"강원","Gangwon-do","강원도","229,562","보건분야예산액(E)(백만원)"
2016,"강원","Gangwon-do","강원도","22.4","재정자립도(%)"
2016,"강원","Gangwon-do","강원도","64.1","재정자주도(%)"
2016,"강원","Gangwon-do","강원도","17.2","고령인구비율(%)"
2016,"강원","Gangwon-do","강원도","1,550,806","인구(명)"
2016,"강원","Gangwon-do","강원도","최문순","당선자"
2016,"강원","Gangwon-do","강원도","새정치민주연합","당선자 정당"
2016,"강원","Gangwon-do","강원도","49.75999832","당선자 득표율"
2016,"강원","Gangwon-do","강원도","최홍집","차선자"
2016,"강원","Gangwon-do","강원도","새누리당","차선자 정당"
2016,"강원","Gangwon-do","강원도","48.16999817","차선자 득표율"
2016,"경기","Gyeonggi-do","경기도","16,742,189","통합부채현황(A+B+C+D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","4,449,219","자치단체부채(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","6,219,565","지방공공기관부채(B)(백만원)"
2016,"경기","Gyeonggi-do","경기도","6,430,414","교육재정부채(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","357,010","내(외)부거래(D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","68,667,122","통합자산현황(A+B+C+D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","35,456,520","자치단체자산(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","10,844,620","지방공공기관자산(B)(백만원)"
2016,"경기","Gyeonggi-do","경기도","24,561,238","교육재정자산(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","2,195,256","내(외)부거래(D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","15.96","통합재정수지비율((A-(B+C))/D)*100"
2016,"경기","Gyeonggi-do","경기도","16,743,358","통합재정규모(D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","19,416,126","세입(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","17,711,104","지출(B)(백만원)"
2016,"경기","Gyeonggi-do","경기도","-967,746","순융자(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","20,194,100","총계 세출결산(A+B+C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","17,642,777","일반회계 세출결산(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","1,132,823","공기업특별회계 세출결산(B)(백만원)"
2016,"경기","Gyeonggi-do","경기도","1,418,500","기타특별회계 세출결산(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","88.5","정책사업비중((A+B)/C)"
2016,"경기","Gyeonggi-do","경기도","42.84","자체사업비중(A/C)"
2016,"경기","Gyeonggi-do","경기도","45.67","보조사업비중(B/C)"
2016,"경기","Gyeonggi-do","경기도","6,631,576","자체사업(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","7,069,706","보조사업(B)(백만원)"
2016,"경기","Gyeonggi-do","경기도","15,481,363","일반회계예산(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","664","주민1인당 지방세부담액(천원)"
2016,"경기","Gyeonggi-do","경기도","8,318,600","지방세액(백만원)"
2016,"경기","Gyeonggi-do","경기도","407,437,529","명목GRDP(시도)(백만원)"
2016,"경기","Gyeonggi-do","경기도","399,827,962","실질GRDP(시도)(백만원)"
2016,"경기","Gyeonggi-do","경기도","14.4","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2016,"경기","Gyeonggi-do","경기도","6,385,076","일반공공행정분야예산액(A)(백만원)"
2016,"경기","Gyeonggi-do","경기도","44,364,563","전체예산액(C)(백만원)"
2016,"경기","Gyeonggi-do","경기도","33.9","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2016,"경기","Gyeonggi-do","경기도","14,158,719","사회복지분야예산액(D)(백만원)"
2016,"경기","Gyeonggi-do","경기도","882,966","보건분야예산액(E)(백만원)"
2016,"경기","Gyeonggi-do","경기도","61.6","재정자립도(%)"
2016,"경기","Gyeonggi-do","경기도","71.1","재정자주도(%)"
2016,"경기","Gyeonggi-do","경기도","10.8","고령인구비율(%)"
2016,"경기","Gyeonggi-do","경기도","12,716,780","인구(명)"
2016,"경기","Gyeonggi-do","경기도","남경필","당선자"
2016,"경기","Gyeonggi-do","경기도","새누리당","당선자 정당"
2016,"경기","Gyeonggi-do","경기도","50.43000031","당선자 득표율"
2016,"경기","Gyeonggi-do","경기도","김진표","차선자"
2016,"경기","Gyeonggi-do","경기도","새정치민주연합","차선자 정당"
2016,"경기","Gyeonggi-do","경기도","49.56000137","차선자 득표율"
2016,"경남","Gyeongsangnam-do","경상남도","2,917,627","통합부채현황(A+B+C+D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","802,625","자치단체부채(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","680,022","지방공공기관부채(B)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","1,551,785","교육재정부채(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","116,806","내(외)부거래(D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","27,056,843","통합자산현황(A+B+C+D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","19,612,291","자치단체자산(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","1,536,707","지방공공기관자산(B)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","6,124,142","교육재정자산(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","216,298","내(외)부거래(D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","0.62","통합재정수지비율((A-(B+C))/D)*100"
2016,"경남","Gyeongsangnam-do","경상남도","7,154,093","통합재정규모(D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","7,198,134","세입(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","7,216,760","지출(B)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","-62,666","순융자(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","7,776,813","총계 세출결산(A+B+C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","6,964,479","일반회계 세출결산(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","306,476","공기업특별회계 세출결산(B)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","505,858","기타특별회계 세출결산(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","90.7","정책사업비중((A+B)/C)"
2016,"경남","Gyeongsangnam-do","경상남도","29.38","자체사업비중(A/C)"
2016,"경남","Gyeongsangnam-do","경상남도","61.37","보조사업비중(B/C)"
2016,"경남","Gyeongsangnam-do","경상남도","1,824,031","자체사업(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","3,809,863","보조사업(B)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","6,208,198","일반회계예산(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","669","주민1인당 지방세부담액(천원)"
2016,"경남","Gyeongsangnam-do","경상남도","2,249,433","지방세액(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","109,338,189","명목GRDP(시도)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","107,343,355","실질GRDP(시도)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","10.3","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2016,"경남","Gyeongsangnam-do","경상남도","1,908,221","일반공공행정분야예산액(A)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","18,551,278","전체예산액(C)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","28.7","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2016,"경남","Gyeongsangnam-do","경상남도","5,031,378","사회복지분야예산액(D)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","300,470","보건분야예산액(E)(백만원)"
2016,"경남","Gyeongsangnam-do","경상남도","36.6","재정자립도(%)"
2016,"경남","Gyeongsangnam-do","경상남도","65.5","재정자주도(%)"
2016,"경남","Gyeongsangnam-do","경상남도","14.2","고령인구비율(%)"
2016,"경남","Gyeongsangnam-do","경상남도","3,373,871","인구(명)"
2016,"경남","Gyeongsangnam-do","경상남도","홍준표","당선자"
2016,"경남","Gyeongsangnam-do","경상남도","새누리당","당선자 정당"
2016,"경남","Gyeongsangnam-do","경상남도","58.84999847","당선자 득표율"
2016,"경남","Gyeongsangnam-do","경상남도","김경수","차선자"
2016,"경남","Gyeongsangnam-do","경상남도","새정치민주연합","차선자 정당"
2016,"경남","Gyeongsangnam-do","경상남도","36.04999924","차선자 득표율"
2016,"경북","Gyeongsangbuk-do","경상북도","2,737,921","통합부채현황(A+B+C+D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","1,258,558","자치단체부채(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","727,436","지방공공기관부채(B)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","894,844","교육재정부채(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","142,917","내(외)부거래(D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","33,194,839","통합자산현황(A+B+C+D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","26,528,904","자치단체자산(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","2,137,810","지방공공기관자산(B)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","5,076,539","교육재정자산(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","548,414","내(외)부거래(D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","-2.82","통합재정수지비율((A-(B+C))/D)*100"
2016,"경북","Gyeongsangbuk-do","경상북도","7,475,721","통합재정규모(D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","7,265,226","세입(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","7,469,290","지출(B)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","6,430","순융자(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","8,248,556","총계 세출결산(A+B+C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","7,181,655","일반회계 세출결산(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","511,020","공기업특별회계 세출결산(B)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","555,881","기타특별회계 세출결산(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","89.9","정책사업비중((A+B)/C)"
2016,"경북","Gyeongsangbuk-do","경상북도","26.65","자체사업비중(A/C)"
2016,"경북","Gyeongsangbuk-do","경상북도","63.3","보조사업비중(B/C)"
2016,"경북","Gyeongsangbuk-do","경상북도","1,821,400","자체사업(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","4,325,474","보조사업(B)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","6,833,800","일반회계예산(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","607","주민1인당 지방세부담액(천원)"
2016,"경북","Gyeongsangbuk-do","경상북도","1,640,000","지방세액(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","107,440,609","명목GRDP(시도)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","105,745,496","실질GRDP(시도)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","9.7","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2016,"경북","Gyeongsangbuk-do","경상북도","1,915,016","일반공공행정분야예산액(A)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","19,815,091","전체예산액(C)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","25.7","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2016,"경북","Gyeongsangbuk-do","경상북도","4,751,673","사회복지분야예산액(D)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","334,285","보건분야예산액(E)(백만원)"
2016,"경북","Gyeongsangbuk-do","경상북도","26.1","재정자립도(%)"
2016,"경북","Gyeongsangbuk-do","경상북도","63.5","재정자주도(%)"
2016,"경북","Gyeongsangbuk-do","경상북도","18.2","고령인구비율(%)"
2016,"경북","Gyeongsangbuk-do","경상북도","2,700,398","인구(명)"
2016,"경북","Gyeongsangbuk-do","경상북도","김관용","당선자"
2016,"경북","Gyeongsangbuk-do","경상북도","새누리당","당선자 정당"
2016,"경북","Gyeongsangbuk-do","경상북도","77.73000336","당선자 득표율"
2016,"경북","Gyeongsangbuk-do","경상북도","오중기","차선자"
2016,"경북","Gyeongsangbuk-do","경상북도","새정치민주연합","차선자 정당"
2016,"경북","Gyeongsangbuk-do","경상북도","14.93000031","차선자 득표율"
2016,"광주","Gwangju","광주광역시","2,162,284","통합부채현황(A+B+C+D)(백만원)"
2016,"광주","Gwangju","광주광역시","1,298,951","자치단체부채(A)(백만원)"
2016,"광주","Gwangju","광주광역시","445,640","지방공공기관부채(B)(백만원)"
2016,"광주","Gwangju","광주광역시","469,216","교육재정부채(C)(백만원)"
2016,"광주","Gwangju","광주광역시","51,523","내(외)부거래(D)(백만원)"
2016,"광주","Gwangju","광주광역시","23,480,516","통합자산현황(A+B+C+D)(백만원)"
2016,"광주","Gwangju","광주광역시","18,424,294","자치단체자산(A)(백만원)"
2016,"광주","Gwangju","광주광역시","2,578,900","지방공공기관자산(B)(백만원)"
2016,"광주","Gwangju","광주광역시","2,574,619","교육재정자산(C)(백만원)"
2016,"광주","Gwangju","광주광역시","97,296","내(외)부거래(D)(백만원)"
2016,"광주","Gwangju","광주광역시","2.09","통합재정수지비율((A-(B+C))/D)*100"
2016,"광주","Gwangju","광주광역시","3,727,746","통합재정규모(D)(백만원)"
2016,"광주","Gwangju","광주광역시","3,805,690","세입(A)(백만원)"
2016,"광주","Gwangju","광주광역시","3,713,471","지출(B)(백만원)"
2016,"광주","Gwangju","광주광역시","14,275","순융자(C)(백만원)"
2016,"광주","Gwangju","광주광역시","4,253,790","총계 세출결산(A+B+C)(백만원)"
2016,"광주","Gwangju","광주광역시","3,360,039","일반회계 세출결산(A)(백만원)"
2016,"광주","Gwangju","광주광역시","428,529","공기업특별회계 세출결산(B)(백만원)"
2016,"광주","Gwangju","광주광역시","465,222","기타특별회계 세출결산(C)(백만원)"
2016,"광주","Gwangju","광주광역시","84.7","정책사업비중((A+B)/C)"
2016,"광주","Gwangju","광주광역시","41.7","자체사업비중(A/C)"
2016,"광주","Gwangju","광주광역시","43","보조사업비중(B/C)"
2016,"광주","Gwangju","광주광역시","1,304,519","자체사업(A)(백만원)"
2016,"광주","Gwangju","광주광역시","1,345,085","보조사업(B)(백만원)"
2016,"광주","Gwangju","광주광역시","3,128,092","일반회계예산(C)(백만원)"
2016,"광주","Gwangju","광주광역시","863","주민1인당 지방세부담액(천원)"
2016,"광주","Gwangju","광주광역시","1,269,931","지방세액(백만원)"
2016,"광주","Gwangju","광주광역시","36,819,006","명목GRDP(시도)(백만원)"
2016,"광주","Gwangju","광주광역시","35,933,462","실질GRDP(시도)(백만원)"
2016,"광주","Gwangju","광주광역시","8.9","일반회계중일반공공행정예산비중(A÷C×100)(%)"
2016,"광주","Gwangju","광주광역시","484,065","일반공공행정분야예산액(A)(백만원)"
2016,"광주","Gwangju","광주광역시","5,417,334","전체예산액(C)(백만원)"
2016,"광주","Gwangju","광주광역시","47.7","일반회계중사회복지예산비중{(D+E)÷C×100}(%)"
2016,"광주","Gwangju","광주광역시","2,466,915","사회복지분야예산액(D)(백만원)"
2016,"광주","Gwangju","광주광역시","118,056","보건분야예산액(E)(백만원)"
2016,"광주","Gwangju","광주광역시","46.7","재정자립도(%)"
2016,"광주","Gwangju","광주광역시","65","재정자주도(%)"
2016,"광주","Gwangju","광주광역시","11.7","고령인구비율(%)"
2016,"광주","Gwangju","광주광역시","1,469,214","인구(명)"
2016,"광주","Gwangju","광주광역시","윤장현","당선자"
2016,"광주","Gwangju","광주광역시","새정치민주연합","당선자 정당"
2016,"광주","Gwangju","광주광역시","57.84999847","당선자 득표율"
2016,"광주","Gwangju","광주광역시","강운태","차선자"
2016,"광주","Gwangju","광주광역시","무소속","차선자 정당"
2016,"광주","Gwangju","광주광역시","31.77000046","차선자 득표율"
2016,"대구","Daegu","대구광역시","3,849,922","통합부채현황(A+B+C+D)(백만원)"
2016,"대구","Daegu","대구광역시","2,203,767","자치단체부채(A)(백만원)"
2016,"대구","Daegu","대구광역시","1,104,567","지방공공기관부채(B)(백만원)"
2016,"대구","Daegu","대구광역시","937,465","교육재정부채(C)(백만원)"
2016,"대구","Daegu","대구광역시","395,877","내(외)부거래(D)(백만원)"
2016,"대구","Daegu","대구광역시","36,404,362","통합자산현황(A+B+C+D)(백만원)"
2016,"대구","Daegu","대구광역시","32,109,081","자치단체자산(A)(백만원)"
2016,"대구","Daegu","대구광역시","7,102,499","지방공공기관자산(B)(백만원)"
2016,"대구","Daegu","대구광역시","4,503,083","교육재정자산(C)(백만원)"
2016,"대구","Daegu","대구광역시","7,310,301","내(외)부거래(D)(백만원)"
2016,"대구","Daegu","대구광역시","1.63","통합재정수지비율((A-(B+C))/D)*100"
2016,"대구","Daegu","대구광역시","5,827,782","통합재정규모(D)(백만원)"
2016,"대구","Daegu","대구광역시","5,922,828","세입(A)(백만원)"
2016,"대구","Daegu","대구광역시","5,840,125","지출(B)(백만원)"
2016,"대구","Daegu","대구광역시","-12,343","순융자(C)(백만원)"
2016,"대구","Daegu","대구광역시","6,934,943","총계 세출결산(A+B+C)(백만원)"
2016,"대구","Daegu","대구광역시","5,309,276","일반회계 세출결산(A)(백만원)"
2016,"대구","Daegu","대구광역시","417,491","공기업특별회계 세출결산(B)(백만원)"
2016,"대구","Daegu","대구광역시","1,208,175","기타특별회계 세출결산(C)(백만원)"
2016,"대구","Daegu","대구광역시","77.7","정책사업비중((A+B)/C)"
2016,"대구","Daegu","대구광역시","40.1","자체사업비중(A/C)"
2016,"대구","Daegu","대구광역시","37.56","보조사업비중(B/C)"
2016,"대구","Daegu","대구광역시","2,062,223","자체사업(A)(백만원)"
2016,"대구","Daegu","대구광역시","1,931,451","보조사업(B)(백만원)"
2016,"대구","Daegu","대구광역시","5,142,700","일반회계예산(C)(백만원)"
